Emotion,Text
sadness,"@AurelienMSohet @ABlodola After tmrw you won't have the pleasure of my positive, bubbly, smiley presence! What are u going to do?? "
fear,My boat running into another boat.
surprise,I'm so excited for mom to get home. I have the best ever
fear,Father forgive me for my and help me live boldly in Your #truth #GloryOfTheCross
sadness,"And I know that 's miserable for you , but what else can you do ? "" "
joy,Last math test tomorrow!!  gonna ace that thing!  oh then theres that 112 page finals review packet for my math final next week.  
neutral, Lily Smith . 
sadness,Taking a break from weed for a bit. 
sadness,@IreneVCMortera study sesh for evaaa this week? And me giving you your bday gifts?! Last day of owning godfreys and it's raining 
anger,A vexed expression crossed Louise 's pretty face . 
anger,People that don't know the proper way to use grammar 
anger,@morganyep Just read the article. Makes me so angry. I had to tweet you about it again. 
neutral, The heart ! 
neutral, All right . 
neutral,Can we talk ? 
surprise,"@Ludie__ Aaha, ça c'est encore plus dur, t'es refaite et tout tu crois ya que toi qui l'a, tu rviens en France et .... !"
sadness,I was very sad at hearing that my grandfather had passed away.
sadness,My dad just asked me if the Nutcracker was an actual story..... I was raised by this man. 
surprise,Cohort flashmob wobble dance to surprise our teacher for our last class...we will see how this goes!  
sadness,"Poor @KaitlinWilbanks, she needs sleep so bad.  "
sadness,I'm frustrated . 
sadness,I felt sad when I heard that my cousin had passed away just suddenly.
surprise,The U.S.Congressional Super Committee failed. 
sadness,I'm offended to learn @JLoComedy isnt following me on twitter. #isitbecauseidontmakeyoucupcakes
anger,"Oh , my God ! I've been cheated ! "
joy,eating a candy cane.. 
disgust,&quot;@B_EasyETP: Somebody brang me a nice helping of chitterlings Seem like im the only 1 eat em&quot; 
fear,I got caught shoplifting a package of gummy bears.
sadness,"They gossip and joke and giggle like schoolgirls : very different from their daughters-in-law who are sometimes seen shuffling behind them , heavily veiled and silent and with the downcast eyes of prisoners under guard . "
fear,"yes @palinoia they use words 2cover facts for Israelis &amp; foreigners, capitalizing on unawareness 2spread &amp; get support #zionism"
anger,"I had made an appointment with three friends. We had to go out together. When I arrived at the place, the other persons weren't there. I became very angry because I thought they were gone without me. That, however, didn't appear to be the case."
fear,I think they call this... Um... Venting... 
surprise,Im gne b at wrk allday till 12  im gne b tired cant wait to go to doc tuesday 
joy,Waiting for the eagerly anticipated arrival of...THE MUPPETS CHIRSTMAS CAROL on DVD and Rizzo the Rat. 
sadness,Recall on my Woodys drinks. Gotta give away my stash 
joy,"In your nearest gallery,mall, gift shop, variety store.My poem God's 24 Hour Makeover now a book Bringing the #PUBLISHER!"
joy,Meanwhile gonna have bowl of porridge for dinner again 
sadness,"When my grandfather died. When I heard about his death, I had a bad feeling in my stomach and I felt as if I had lost something very precious."
joy,Expecting a scolding lecture from a teacher on how I'm percieved as &quot;always rushing&quot;. -___- 
fear,"Eric Besson annonce des pertes &quot;importantes&quot; pour Areva. C'est pas du plutonium, qu'ils ont perdu, au moins ? #mutants"
fear,He was still more worried about the extensive rewriting of history that school text-books had been subjected to ; something of which most of us remained unaware until after the Second World War . 
joy,"Awful nights sleep, time to get ready for work! "
sadness,I thought that you would not leave me hanging around and waiting for your texts every day but then you left.  #thoughts
joy,"Griffin Moss is a contented artist until he receives an enigmatic note from Sabine Strohem , a stranger from a South Pacific island . "
joy,Dije eta mañana que tenia gana de comida china y cuando llego a mi casa la comida e comida china ! 
sadness,I'm just a King looking for a Queen to settle down with But Good Girls In Trinidad either Taken or So hurt they dnt want a bf 
joy,"When I got an unexpected letter from  a guy, who had been my school mate."
anger,Freeze ! Police ! Put your hands over your head ! 
joy, Perfect . It really hits the spot . 
anger,A person on facebook has asked whether the initials on @coldplays piano stand for little mix. It's Mylo Xyloto  
surprise,@mirann23 you should be getting your early x mas present sometime in the next couple weeks. 
joy, Great . I look forward to meeting you . 
fear,First day at University (I didn't know what to expect).
joy,screw this. im done. 4 hours of sleep #killme
joy,2 hours of sleep. time for me and @aliohays to head back for 2 weeks of yell. #hateschool
surprise,awww @SammiBruner is finally a big girl ;) 
joy,3 friends los tin one week. 
joy,I got a busy week ahead of me 
sadness,When I lost my father in a car accident.
sadness, I am dissapointed 
fear,"Why does most people conceal the truth of right, when they see the wrong? "
anger,"For a moment she felt anger at his unfeeling attitude , but common sense prevailed . "
disgust,"As she turned to walk on she shivered , affected by a chilliness that seemed to be an expression of her revulsion . "
surprise,Glad I'm getting a watch and a Jesus piece for christmas 
joy,I'm so occupied with the fact that *insert faggots name here* is at alexas house I cant even study 
fear, Tomorrow is Christmas and I haven ’ t bought my mom anything ! I ’ m such a bad son ! 
surprise,&quot;@crazyGFprobz: should i tell u im coming over or just show up and prepare myself for the worst #crazygfproblem&quot; @cole_ac1 hahaha!
joy,I get the impression im pretty much gonna be ill til around march now 
joy,@Bern3755 Phewwww!!! THANK YOU DARLING :) HAVE A GLAMTASTIC WEEK!! COUNTING DOWN TO XMAS!!!  &amp; 
sadness,"Thenceforward I was always wanting to take the joys of solitude and of society in their extreme forms , and was alternatively miserable from the lack of company or the presence of uncongenial company . "
sadness," Lucy is known as a social butterfly . She has taken many rich men for a ride , you know . "
sadness," No , I don't . I just don't know how to handle this . This is my first time , you know . "
surprise," The day I figured out almost all of my classmates knew my name, but I didn't know a lot of theirs. "
joy,When I passed my final examination at school.
joy,"No speeches have yet been greeted with ecstatic cries of ` author , author "" -- probably because Denis Healey is not there -- but the clash of rival socialist philosophies is no less cacaphonous . "
joy,Joy is our jubilant response to the presence of the living God who has made His home within our souls 
anger,"I was waiting behind a car which was going to leave the parking place, because I wanted to park my car there. Because of uncoming traffic I had to wait for a short time - another driver placed his car on the place."
anger,"Clearly miffed at the failure of their resolution , the Communists opened an attack Thursday on another front , threatening to torpedo the 1997 budget by refusing to take part in the final vote Friday ."
sadness, I'm sorry to hear it . What's wrong with her ? 
joy, an  But true happiness is being able to take it all in and embrace all you've been givin even if it sucks. #REJOICE
disgust,Now I know how she felt when we hit right into a selfish person spot on. 
sadness,When I think I'm feeling better I start to feel worse  
anger,The  advert is possibly the most annoying thing on Tv. Makes me run up to the twat and clatter him. 
surprise,"Mijn is af, hij is echt vet cool. Mama heeft me een beetje geholpen met mijn #gedicht. Nu gauw naar school!"
anger,"Never make ur so loud that people avoid talking to u,but make ur #attitude so loud that people die to talk to you...."
surprise,Her brow creased in puzzlement . 
sadness,"Damn, someone dying in the  My condolences to those that were close to him :("
sadness,"A friend of mine was hospitalized after having been diagnosed as having typhoid, he had to forgo his exams and also his ambition of doing a dissertation at the M.A level.  It was a very sad event for me and I felt very sorry for him so I volunteered to stay with him in the hospital."
joy,"It’s Friday,  Yesterdays winning message is ….."
fear,In the morning just before going to the dentist.
disgust,that relationship makes my lip curl ! 
anger,There are 10 books on the shelf and someone decides to request mine :/ typical.    
sadness,"There is a boy who I love very much. I asked him to have dinner with me, but he refused I don't know why he didn't go with me, but I felt very lonely."
joy,@ProtonicEXPLODE next time u tweet for me put on your tweets please
fear,A third group of backbenchers is concerned at cross-media ownership in the new channels under the bill . 
sadness,When my aunt passed away in early 1982.
joy, deeply ~ connect with your soul &amp; yr true essence - your       #passion / timetorelax
disgust,Seriously?did I just read a paper sent by &quot;commander-in-chief of pak armed forces&quot; asking US to save him from his own  military? 
joy,Tomorrow is going to be a  kind of day. #finals #consumerbehavior
joy,Lunch with my best friend and sister! So excited to hear what God is doing in Ash's life! #excitedwegettoboastinthelord
neutral, Good idea . 
sadness,"This Nigga childish , Dnt fuckin Lauqh at my brother bcuss he gotta problem he cnt help Tf "
joy,Expect your life to be filled with joy and it will be.   #DatingDiva
joy,HAHA. RT @Evankeene: Great...we are watching another boring psychology documentary. 
anger,When I saw a few people beating a man who seemed to be a stranger.
sadness,When I first suffered from syphilis.
anger,"I am spell-bound by the sound of French , infuriated when I ca n't read it in the books I am given . "
anger,"How often do parents say in exasperation , ` Oh , you 'll be the death of me "" ? "
sadness,I hate going to sleep now. Dreaming is no longer a wonderful experience. I wake up in tears. 
fear,My friend had been telling me about a certain bird which when it cries at night it's the sign that someone will die. So one night I was alone in the house and I heard the cry of the bird and I was afraid.
anger,"Being subject to unfair treatment in a working group, someone \bending the rules\"" was protected by the boss. This resulted in more work for the others."""
neutral, Bye . 
joy,"From the other end of the table Ymor watched with mild amusement , occasionally feeding one of his ravens with scraps from his plate . "
joy,late night shopping 
neutral, oh . 
fear,Standing in a crowed shop or in a closed room with too much people in it. This gives me a fearful experience.
joy,Thanks for your prayers. Paloma is out of the hospital. The pediatricians and nurses at Dover Kent are phenomenal! 
anger,If u smack ur lips while u eat in my vicinity best believe I'll rip your face off and wear it to church. 
neutral, Ohio . 
surprise,Most Germans looked on stunned as the results from the two state elections on 5 April flashed across their television screens . 
sadness, RT: @katjabecker: Joe Nathan left the Twins for the Texas Rangers.  
joy,While all you psychotic people are out  for  I'll be sleeping. #winning
surprise,"The old hands at machine knitting glibly talk about ` two-thirties "" to the bewilderment of the newcomers at the knitting club . "
joy,o boy Ann on Glenn's show to promote Mitt.. #sarc
joy,Getting back with my boyfriend after a year away - apart.
anger,An old woman was violently thrown down the stairs of the tube by a group of louts.
joy,May your mornings bring and your evenings bring #peace.. May your troubles grow less as your #bleasings increase..
sadness,@smaher1 There is no ninth period. Eighth period I was in my room. We were watching Despicable Me. Holcombe was in there too.  
anger," I don ’ t understand how you can have any sympathy for show biz stars . They ’ re overpaid , over-ambitious , and over-adored . "
joy,@KepaConde jajaja te tomo la palabra xq Ayq celebrar mi cumple que sera el17 en escuchando a @VSanchezdj como todas las fiestas gran DJ
anger,Bitch imma pick the world up and imma drop it on yo fuckn headd! # @LilTunechi
sadness,Sorry kiddies no service today due to Mechanic issues  .. Stay tuned for updates 
sadness,Forgetting that you've already eaten your advent calender chocolate and being very sad when you realise its gone 
surprise,Wow my brother might get a job 
joy,Slept for 4 hours and I'm still fucking tired. 
sadness,A very close friend left me.
anger,Rihanna sampling Chase &amp; Status' Saxon on her album. 
joy,And then u see what this moment requires: what is it that is required  so that life can express itself more fully?&quot;  ♥ 
sadness,It's not EVERYDAY you see a dead body wheeled out of right in front of u.   
fear,In a dark street at 4 o'clock in the night and there was complete silence.
sadness,Beckett + Demming kiss and Castle is just broken about it #castlebeckettOTP
anger,I was angry this morning when I missed the train to university.
joy,"Looks like I'm gon' be up for awhile. Jarryn ain't tired, lls. -_- !"
surprise,pretty good mood for a tuesday night 
anger,Hywel was glaring mad at having to put a suit on . 
surprise,Wake forest getting destroyed in basketball 
joy,ACT at Pearl tomorrow... 
anger,"Listened to Darth Vader for and hour and a half, snapped 3 pencils in half with one hand, and threw one at him. "
fear,"Anybody who swears allegiance to United must share the same sense of dismay at what has happened , and what is still going on -- for me , it 's almost a sense of revulsion . "
anger,Alexandra grew even crosser as it became obvious that Matthew had been invited in his own right . 
sadness,"Everyone hates everyone, what a mad world we live in "
sadness,"I was terribly upset when my kitten got hit by a car. He didn't die, but for several weeks we thought he might have to be put down."
fear,Make sure that you've killed  and in from your life. Don't let anyone or anything make you fear or intimidate. Be #Free
sadness,I'm exhausted but can't sleep.  I just want my nap.  
sadness," I'm sorry , but this was on sale , so I can only give you store credit . "
sadness,Today is a good day except wishing I was home 
surprise,"Exam starts in 1 hour.. BTW, we just knew we're having the prelim 30 minutes ago. "
joy,My class winning against another class in a football match.
neutral, Do you have a subscription ? 
joy,I 'm delighted that you 've been able to come along at such short notice . 
neutral," No , it has three bedrooms and three beds , and has a living room with a twelve-foot ceiling . There ’ s a two-car garage . "
fear,"I Am not afraid of tomorrow, for I have seen yesterday and I love today less"
joy, Thanks . I'd love to . What time is the show ? 
joy,I love this cypha &quot;That's  ya'll/That's ya'll/That's #peace ya'll&quot; #nowplaying 'Flava Of Forever' by @RSwift215 et la off 'Anthem'
sadness, I need to come to grips with his death first . And I also need to prepare a eulogy in case I'm asked to speak tomorrow . 
sadness, by the Bee Gees is an epic of &amp; lovely (false) nostalgia.&#xA;Four Stars.
joy,I received money from my father at a time when I was completely broken.
anger,9 more steps please. RT @JoeBuffaloWins OK. I'm watching Turning point and they are feature Jets and Bills.  #Acceptance
neutral," Don ’ t worry . There are many other options using the internet as dating methods . Some sites operate at international standard even have got certifications . Of course , for these sites , you have to pay a membership fee . But all in all , it is more serious and professional . The chance of meeting a good and serious person who does not play games is higher . "
surprise,G ma say my daddy gon be here n 2 hours ...he won't talk to me call his self tryna me lol
neutral, I got it . 
fear,My mother did not come home till late at night (Ages ago). Anyway if I don't know where my parents are and when they'll be back I start thinking that perhaps they have had an accident and are perhaps dead.
anger,keeping myself distracted only helps for so long. #stagesofloss
joy,going to get a christmas tree in a little bit 
sadness,@valbure was it your brother!? =P I miss him playing hockey.... 
joy,"After being depressed because of a very bad relationship, my first love called me and told me that he would always care for me no matter what I did."
sadness,I felt sad when my boyfriend and I were apart for some time.
surprise,"@Mr_TweetYaGirl yea, some of my friends said they haven't seen it, I just logged in and well, lol"
joy,"@Itneedssweeping You are v kind. But heating has come on, I've moved seat to under one decent light + have gizmo which boosts signal "
joy,There is no joy like hammock based joy.    
sadness,A CLERGYMAN who trains priests yesterday said he was saddened but not surprised that he had been sacked after admitting he does not believe in God . 
fear,"The horror in her voice was almost ludicrous , and Briant raised his eyebrows slightly . "
anger,When my wife told me that the refrigerator had stopped working.
surprise,"It was fun making the gifts, but I'm wondering what's in store for me? "
fear,"She stopped , horrified at what she had been about to say . "
anger, I don ’ t want to hear it ! Now go to your room ! 
joy,You told me psychology can help people to be happier.
anger," I am sorry to say it's not on the way , but during loading . The tins inside the cases were broken evidently through rough handling . "
joy,"Love the breeze ! Yea nothing bad about a wind, sunny day in this region ! "
joy,"When I see an organ grinder with a monkey wearing a top hat, my reaction is the same as seeing a chubby dude in skinny jeans. #laughter"
joy,Remember to leave sparkles wherever you go. ❤♥✽∗•*¨*✽ ~Barb
sadness,about to shave my mug and my dome 
surprise,"Playa playa, deck of cards.  @Evol93 "
joy, + Happy Thanksgiving to everyone . Let's going to thanks to God everything we have.* Family&amp;Friends 
sadness,"Her voice shook , her face was white with anguish . "
fear,Know I spend money cause spending time is hopeless. Know I pop bottles cause I bottle my emotions. Atleast I put it all in the open 
fear,One of my greatest fears in life is that someone will find a way to retrieve everything I've ever googled.  
joy,The most beautiful part of the ceremony was the delight on Todd 's face as he was wheeled close to the altar to receive the Eucharist with his arms outstretched . 
joy,"I love when I try to talk with someone from my past, and they're all like: &quot;WTF!? I don't wanna talk with you! GTFO!!! &gt;:O&quot; ... -____- "
joy,getting ready for work then working till 3:30 
sadness,I was all of the sudden sad when I heard that my cousin who usually paid school fees had passed away after a very short illness.
sadness,"Had my very first car since I was 16. 15 years, 2 months, and 6 days later: just sold it. "
fear,When I slipped on a glazed frost road and a car almost ran into me.
sadness,@_AlwaysShine ughh I feel so bad : ( I can't win fast money for you cuz all the computers en mi casa are occupied!  #letDown
sadness," I wouldn ’ t exactly characterize it in that way . I think something happened . Something terrible and unexpected that made it impossible for him to ... what if he showed up , took one look at me and left ? "
disgust,Highly disturbed by this generation 
fear,"Genghis Khan, Adolf Hitler, Benito Mussolini, Napoleon Bonaparte and LaToya Jackson all share a common of cats."
joy,First day back at work! Just found out im working 9:30pm thanksgiving night until 5:30am black Friday morning #shouldbeinteresting
sadness,"The grand old man of the Scottish mountains , author and TV star Tom Weir , said he was sad about the plan . "
anger,I don't wanna go get my allergy shots then sit there for thirty minutes to make sure my throat doesn't close.. 
joy,Gma Walks Fast &amp;&amp; Slow At The Same Time 
sadness,Not getting on with someone of my classmates in high school.
joy," Right , congratulations . "
anger,mau sebagus apa pun gadget yg lo punya!! nggak akan berguna jika signal 3G nya nggak dapet #sigh
surprise,Mr Stokill must have noticed my look of bewilderment . 
joy,Awake. About to head to work. 
anger,O'Neal seemed miffed by the whole affair .
joy,Its almost 1 and we are all still in PJ's watching movies. Family time day 2! Oh how I love the Holiday's! :) 
neutral, Details ? 
joy," Congratulations , I hope everything works out . "
sadness,"When a close relative of mine passed away, it was the first time that someone so close to me had died."
joy,My joy knew no bounds when I was selected for a job even before having finished my studies.
joy,Happy Second Sunday of Advent Church! Take hold of the that is found in Christ's incarnation and the resurrection! For both we wait.
fear,"When I was an adoption agent, we put folk thru the RINGER to get kids. But any old Travionica Jenkins can bust em out. And KEEP them. "
surprise,seeing @nbrazz today totally made my day. 
sadness,But Miss Van Cheele was terribly sad about Gabriel-Ernest . 
joy,Willy wonks and the chocolate factory!! 
joy,Patrick was not ready yet to share Stevie 's excitement . 
shame,"` She 's just dying of embarrassment . "" "
neutral, Yes . 
sadness,"When a friend, after being free of drugs for half a year, started using them again. "
joy,i am living proof that you never ever know what or who is around the corner. #love #stress #happiness #passion #drive #anticipation
joy,Do things out if not an imagined obligation.
joy,"I had a quarrel with my fiancT. When he admitted his fault, everything was allright. It was then for the first time that he surprised me with coffee and cake and a bunch of flowers."
fear,When I am travelling by car and have to meet an oncoming car while overtaking.
sadness,I talked to my boyfriend on the phone when I was in high spirits and had a lot to tell him.  I had been looking forward to this conversation and he did not listen to me to the extent that I had anticipated.
anger," Yes , I joined your group of bus tour this morning . You promised the journey will last 3 hours and we will visit 15 sightseeing spots . "
fear,It was on St. Claus Day when I was five years old. St. Claus and his Devil Servant came to see me. St. Claus' Devil Servant rattled with his chain and bowled terribly. I was so frightened that my parents had to ask him to leave.
sadness,"Everyone is gifted, but some people never open their presents!!! "
shame,She felt slightly ashamed that it gave her such satisfaction . 
fear,@stickytoffeepup everyone gets the it's a depressing uneasiness and dread of the week ahead. creeps up after a night of heavy boozing
joy,Ohhhhhh!!!! And i finally have normal radio stations! @Nickpetolick
sadness,Her tone was sad . 
joy,@Lbelz OHMYGOSH. That would be the best thanksgiving blessing I could hope for. 
joy,"He was a contented man for he had a good wife , a prosperous farm in Upper Caversham some four miles from Reading market , had had a good season and a financially successful day . "
joy,@IAM_FET &quot;Truth Is: I find in sharing The Gospel!&quot;&lt;---- Me too :)
anger,Getting ripped off by people that are supposed to help you - sucks. Now it's war. I won't let this one slide. 
fear,"She 's in a lot of pain , and is extremely anxious about her condition . "" "
sadness,this guy just gave us 2 pop reading quizzes..on our three 60pg readings. 
sadness,I just LOVE trying to reconnect with someone even though they continue to disappoint me.  
sadness,@rachiebugg oh honey love you know me so well!! Lets watch! Yesterday was the first sunday we didn't hang out 
disgust,"In car with an uncle, he sneezes the loudest I've ever heard. The car started smelling like sneeze, couldn't stop gagging.  "
surprise,Taylor Swift won again-_-  #surprise she always acts so shocked!Bitch you knew you were gonna win! Sit your ass down &amp; chill out
neutral, Which is easier to learn ? 
joy,"The realest part of Life is DEATH,  what u Love surround Urself with things that bring U nobody wants to die Mad or Sad"
neutral, Not now . 
fear,Don't let rob you of what tomorrow could be. #pushnsoar #havecourage #bestrong
joy,Over 2 weken tegen @xddanielle_ @zoefelicia  &amp; de rest van hun team q
joy,"I had a very close friend who went to Canada after her F.B, his  departure was unavoidable.  When he came back during the Summer holidays I was very happy as nothing had changed between us."
joy,just found out we have our English mock tommorow 
sadness,When I received my S.Y.J.C results which did not allow me to get   admission in engineering.
surprise,@mauiwowie26 @mchaffe1 Hope you guys enjoyed seeing my face smashed against the bus window staring at you guys #imnotcreepyatall
sadness,When ppl don't know whats going on in ur life they go crazy tryin to find out what's going on wit you.... 
sadness,I experienced tears of real grief for the first time when my granny died . 
disgust,"Dad, close the door when you piss. No one wants to hear you're waterfall "
joy,First period: Argue with Mrs. Tyner (^_^)
joy,Sitting in Starbucks with my Mac and managed to log onto an unsecured Wifi network! Result! 
fear,"I  myself, by trying to clear the motivation of from my intentions &amp; trust that #God is guiding me for his undefined #purpose"
sadness,"When a close friend took leave of me, because she went to Israel for one year."
fear,You know you're scared when you have every single light on in your apartment and don't even notice it! 
joy,Christian means &quot;Christ-like&quot;.  Jesus presented the up-side of what sinners wanted to be vs the down-side of what they weren't! 
disgust,Not gonna lie... Some people's morals &amp; values completely me...
fear,"Our greatest fear is not that we can't, our greatest is that we can but we haven't and are not doing anything with that #potential!"
surprise,@ImDance_who_u Hey there! - long time no see/speak. of the week.
fear,@TATKylla Read my last Tweet to discover another form of slavery. How much more...   #slavery #scientology #vaw
joy,I'm Real Mad Tho Cause I Was Press To Go To The Doctors 
neutral, I see . 
surprise,He looked down at her astonished face with darkly angled brows . 
joy,"Joy is what happens to us when we allow ourselves to recognize how good things really are #dads4life, #fatherhood, #parenting"
sadness,"Im strong because Im weak,Im beautiful because i knw my flaws,im fearless bcos ive been afraid, I can laugh because ive known "
joy,sick. lonely. freezing. 
sadness,Why are you sad? RT @EmmMcCarty1915: -shakes head-
anger,".i knw oomf mad att me ,smh ugh &amp;&amp; wea tf dese muthafckas att i wake up mad all thss smgdh"
joy,"exhausted. not going to school tomorrow, it'll probably give me a good amount of NHIs. whatever. i already have an F in math. "
joy,My liddle punkin gave me a weekend of not throwing up. But Monday morning back to throwing up. 
sadness,club penguin freezes my computer. 
joy,Heard a X-mas song today that really filled my heart with 
joy,When they told me that I had got a study grant.
joy,Mock test ? Go crazy in dance block? Whatever after school? Hmkay. I got this.  #leggo
surprise,Mon 1111ème tweet pour @Del_Arzo ♥ 
neutral,You're late . 
joy,"Happy, sad, mad or indifferent LET THE GOOD TIMES ROLL!!! "
fear,I was attacked by a man at a bus stop at night.
surprise," if the ugly chick gets her hair done &amp; stops dressing bummy, she might be bad. "
anger,"My father will be angry with me if you leave early ! "" "
sadness,In the longer term the offspring of depressed mothers are more likely to suffer from childhood depression . 
sadness,tomorrow is the day to say goodbye &amp; i'm all the way in NC.  
fear,@jennaliberta oh sweet jesus. Do i start running??? 
joy,Not having to get up and go to work this morning was one of the best things to ever happen 
surprise,Wondering if I shouldn't eat anything tomorrow to build the suspense and shock my stomache into a surprise Thanksgiving! Haha !!!
joy,"Walking home with a cappuccino, amber and @CourtneyLucey_ "
fear,"Uh oh!! Misses is home and she's not happy, let's defuse this situation with abit of frozen planet and a cuppa "
joy,When I bought my car.
sadness,When my sister died in a fire accident at home.
fear,"I have a slight irrational of disappearing or going into a fugue state somewhere. #GCcal, #Twitter &amp; now #Foursquare help me w/that."
joy,Lovely is the person who can look at an enemy with perfect and #peace because they know God will handle all of it.
joy,When I was admitted to the University.
fear,&quot;Faith does not deny the reason for anxiety but rejects the rule of anxiety&quot;    #Faith #anxiety
joy,"A small , happy man with a white beard , he always wore the traditional grocers ' apron . "
surprise,I legit just used my AP Stylebook for the 1st time outside of taking a test on it. 
neutral, I don't believe you . 
anger,"They were furious Mr Reynolds had accused their leader , Des O'Malley , of being dishonest . "
joy,Training in the pitch black and freezing cold 
anger,"When my mother decided to clean out my room and throw out what she thought was junk, without my knowing about it, so I returned home to find half my stuff gone."
neutral, Of course there is . The top-level coaches there are from the State Sports General Administration . 
joy,"@benjanbaz en die lieten ni eens een frustratie opt veld zien, niets eh.. Gwn broek nr beneden en bukken... 90min lang.. #unrespectful"
joy,4 page essay due tomorrow... 
joy,The one night I only have a few hours to get some sleep &amp; there are a thousand voices in my head &amp; my asthma flares up. 
sadness,@DeanAdams21 I don't think there's enough time in the world for me to get good enough 
fear,"Nevertheless , even among non abolitionists ( and across most of the political spectrum ) there has been grave disquiet about the state of the prisons . "
sadness,"` You mustn't be downcast , "" said Lydia . "
joy,Getting a good mark for a subject I had worked hard at but expected only a moderate mark.
joy,Happy Sunday! I am so happy to get back to church today; I missed it!  #thankfulness
sadness,No college football today 
surprise,Joey seemed bewildered as he put one large hand on his mother 's shoulder . 
joy,I got too start packing my bag for resi . 
fear,There is NO of any goon of any rich pastor that enters me. Nor shall any one of them bring harm to my doorstep -- In the name of Jesus
sadness, Hmm . I think I should ask some of my friends for advice before I make a decision . I'm sorry . 
joy,"Considering I procrastinated all weekend, I have all day to do my homework:/ oh what a "
fear,"I'm not afraid of tomorrow, for I have seen yesterday and I love today #less"
neutral, Is it the same in Korea ? 
sadness,"@gabygab17 my cellphone is dead, my computer is dead so im dead "
joy,sharing a bed with my 4 year old bro tonight who kicks and rolls.. #goodnight
joy,La Enfermera me dijo que en el CENTRO POKEMON no es valido el seguro popular pinche Vicente Fox chismoso #Pokenoche puta madre!
joy,I'm trading my sorrows and I'm trading my shame and I'm laying them down for the of the Lord &lt;3
surprise,"He stopped , becoming aware of the glare from his uncle and the frank astonishment from his agent . "
joy,"Then , having shown the plate to various not very excited colleagues , he resumed his holiday . "
joy,@TheBodyShopUK  Long dog walks followed by long soak in the bath : ) 
sadness,My heart is tired of being hurt all the time 
joy,I GOT A SWEATSHIRT. A SWEATSHIRT. you have NO idea how happy I am :)  
sadness,Aaaannnddd I'm not going to get my lens &amp; flash in time #disappointed ... Now to try &amp; come up with a plan b ...
surprise,"@monicahartje indd, ik had voor noud ook axe gekocht alleen dan douche "
joy, even though im going through problems i leave them in the hands of my Father becuz He's the solution to all of them always in 
sadness,@Jhiggs86 I'm sending my parents your way in March! And by I'm sending I mean they're going and I'm left behind 
sadness,I was so desolate about Chip . 
joy,my sleeping pattern is so messed up. tomorrow morning will be interesting 
fear,#sadnessss RT @Federal_flashes: Why? Rt @Section_88: I stare at the button to unlock these tweets...But i just can't click that mf...
sadness,"When you are far away from relatives and friends. I feel sad for my early years, for the freedom and the carefree years of childhood."
anger,"Anger at doctors for their treatment of me after giving birth. They left part of placenta behind and I bled heavily for twelve weeks - due to this, I felt weak and emotional, and they said I needed psychiatric treatment and give me no support."
joy,When I asked my girlfriend to marry me.
sadness,@ALL511 Well that's good to hear! Sucks to have one less BBM contact in my list though... 
anger,Jean-Paul gave a sigh of exasperation . 
neutral, What ? 
surprise,I havent been in twitter jail today :) 
neutral, Jim ! 
surprise,guess who got in a car accident  #badsurprise
sadness,"` Harry , we 're going to make ourselves miserable beyond measure if we go on like this . "
joy,&quot;@brookecrain32: Mayday Parade and traffic school is what I'll be doing tonight. Tickets are way lame.&quot; Learn how to drive loser. :)
joy,Waking my brother up at 6:30 to take me the airport is going to be a mission and a half. 
neutral, I've been snowed under with since my bosses away on business . 
joy,Apparently i might have alcohol poisoning. #stupidgirl
joy,I could listen to the music in FIFA all day 
neutral," Yes , I think you ’ re right . I ’ m thinking about having a child , but not just yet . "
joy,If I was a thief..The first thing I would steal...all of the out of life
joy,"Volunteering my time with the Brownies and Rainbows, knowing that they get to have fun and be themselves, brings me @TheBodyShopUK"
neutral, Certainly . 
anger," I've been here for 3 years , and I haven't had a raise in all that time.If you like my work , it should be reflected in my pay , and I feel it isn't . "
sadness,the way i'm constantly reloading this page to see if i have the new twitter @MiRRe89 
sadness,"When I applied for a job which I thought I had a good chance of getting, I was not even granted an interview and did not get the job."
joy,Im finna blow dry my grls hair can u sense the enthusiasm
sadness,I felt very sad when I saw the first list from the names of the people who entered at the University and my name wasn't there.
surprise,vnaaf nog t gedicht opschrijve en morge dat gat make 
joy,When I gave birth to a healthy boy.
anger,"In fact I expect he 'll be mad I 've told you that much . "" "
anger,"My cat is so frikkin annoying when I am trying to do some work, he just sits on all of my books "
anger,i don't even understand the intro to this book 
surprise,"Bosses never know what they are getting themselves into when they turn a hard, creative worker into a party planner. "
anger,"My nephew is a deaf and also hyperactive boy. I had been responsible for looking after him for a full day, and was very tired. Then he suddenly grabbed a knife and stabbed me in the leg. I got so angry that I didn't feel any pain."""
sadness,And the bears lose... So awkwardly too. Like an ending to the Sopranos or something. 
anger,This &quot;getting authentic philly cheesesteak&quot; movement is really grinding my gears. Bout to bust out the accent. 
sadness," Sorry , sir , we are having a sale now . "
neutral, When ? 
sadness,I guess my babies aren't sleeping over today :( 
joy,busy busy busy week!! studying all week for finals and have a research paper due 
anger,Same situation as before - having my car stolen.
surprise,Work work work work. 
sadness,"@blakex yah, I read about it earlier today...guess I'm just not cool enough..."
sadness,I was in love with a girl but had to separate from her because of different commitments concerning life and career.  I loved her as a person but could not agree with the life the future would demand.  Parting from her was very sad.
sadness,When my beloved uncle was shot dead by relatives.
